method,age,date,population
OHID (exc Weston) 2019: Emergency,35-49,2022-11-29,202292
OHID (exc Weston) 2019: Emergency,35-49,2022-11-30,202306
OHID (exc Weston) 2019: Emergency,35-49,2022-12-01,202320
OHID (exc Weston) 2019: Emergency,35-49,2022-12-02,202334
OHID (exc Weston) 2019: Emergency,35-49,2022-12-03,202348
OHID (exc Weston) 2019: Emergency,35-49,2022-12-04,202362
OHID (exc Weston) 2019: Emergency,35-49,2022-12-05,202375
OHID (exc Weston) 2019: Emergency,35-49,2022-12-06,202389
OHID (exc Weston) 2019: Emergency,35-49,2022-12-07,202403
OHID (exc Weston) 2019: Emergency,35-49,2022-12-08,202417
OHID (exc Weston) 2019: Emergency,35-49,2022-12-09,202431
OHID (exc Weston) 2019: Emergency,35-49,2022-12-10,202445
OHID (exc Weston) 2019: Emergency,35-49,2022-12-11,202459
OHID (exc Weston) 2019: Emergency,35-49,2022-12-12,202473
OHID (exc Weston) 2019: Emergency,35-49,2022-12-13,202487
OHID (exc Weston) 2019: Emergency,35-49,2022-12-14,202501
OHID (exc Weston) 2019: Emergency,35-49,2022-12-15,202515
OHID (exc Weston) 2019: Emergency,35-49,2022-12-16,202529
OHID (exc Weston) 2019: Emergency,35-49,2022-12-17,202543
OHID (exc Weston) 2019: Emergency,35-49,2022-12-18,202557
OHID (exc Weston) 2019: Emergency,35-49,2022-12-19,202571
OHID (exc Weston) 2019: Emergency,35-49,2022-12-20,202586
OHID (exc Weston) 2019: Emergency,35-49,2022-12-21,202600
OHID (exc Weston) 2019: Emergency,35-49,2022-12-22,202614
OHID (exc Weston) 2019: Emergency,35-49,2022-12-23,202628
OHID (exc Weston) 2019: Emergency,35-49,2022-12-24,202642
OHID (exc Weston) 2019: Emergency,35-49,2022-12-25,202656
OHID (exc Weston) 2019: Emergency,35-49,2022-12-26,202671
OHID (exc Weston) 2019: Emergency,35-49,2022-12-27,202685
OHID (exc Weston) 2019: Emergency,35-49,2022-12-28,202699
OHID (exc Weston) 2019: Emergency,35-49,2022-12-29,202714
OHID (exc Weston) 2019: Emergency,35-49,2022-12-30,202728
OHID (exc Weston) 2019: Emergency,35-49,2022-12-31,202742
OHID (exc Weston) 2019: Emergency,35-49,2023-01-01,202756
OHID (exc Weston) 2019: Emergency,35-49,2023-01-02,202771
OHID (exc Weston) 2019: Emergency,35-49,2023-01-03,202785
OHID (exc Weston) 2019: Emergency,35-49,2023-01-04,202800
OHID (exc Weston) 2019: Emergency,35-49,2023-01-05,202814
OHID (exc Weston) 2019: Emergency,35-49,2023-01-06,202828
OHID (exc Weston) 2019: Emergency,35-49,2023-01-07,202843
OHID (exc Weston) 2019: Emergency,35-49,2023-01-08,202857
OHID (exc Weston) 2019: Emergency,35-49,2023-01-09,202872
OHID (exc Weston) 2019: Emergency,35-49,2023-01-10,202886
OHID (exc Weston) 2019: Emergency,35-49,2023-01-11,202900
OHID (exc Weston) 2019: Emergency,35-49,2023-01-12,202915
OHID (exc Weston) 2019: Emergency,35-49,2023-01-13,202929
OHID (exc Weston) 2019: Emergency,35-49,2023-01-14,202944
OHID (exc Weston) 2019: Emergency,35-49,2023-01-15,202958
OHID (exc Weston) 2019: Emergency,35-49,2023-01-16,202973
OHID (exc Weston) 2019: Emergency,35-49,2023-01-17,202987
OHID (exc Weston) 2019: Emergency,35-49,2023-01-18,203002
OHID (exc Weston) 2019: Emergency,35-49,2023-01-19,203016
OHID (exc Weston) 2019: Emergency,35-49,2023-01-20,203031
OHID (exc Weston) 2019: Emergency,35-49,2023-01-21,203045
OHID (exc Weston) 2019: Emergency,35-49,2023-01-22,203060
OHID (exc Weston) 2019: Emergency,35-49,2023-01-23,203075
OHID (exc Weston) 2019: Emergency,35-49,2023-01-24,203089
OHID (exc Weston) 2019: Emergency,35-49,2023-01-25,203104
OHID (exc Weston) 2019: Emergency,35-49,2023-01-26,203118
OHID (exc Weston) 2019: Emergency,35-49,2023-01-27,203133
OHID (exc Weston) 2019: Emergency,35-49,2023-01-28,203148
OHID (exc Weston) 2019: Emergency,35-49,2023-01-29,203162
OHID (exc Weston) 2019: Emergency,35-49,2023-01-30,203177
OHID (exc Weston) 2019: Emergency,35-49,2023-01-31,203191
OHID (exc Weston) 2019: Emergency,35-49,2023-02-01,203206
OHID (exc Weston) 2019: Emergency,35-49,2023-02-02,203221
OHID (exc Weston) 2019: Emergency,35-49,2023-02-03,203235
OHID (exc Weston) 2019: Emergency,35-49,2023-02-04,203250
OHID (exc Weston) 2019: Emergency,35-49,2023-02-05,203265
OHID (exc Weston) 2019: Emergency,35-49,2023-02-06,203280
OHID (exc Weston) 2019: Emergency,35-49,2023-02-07,203294
OHID (exc Weston) 2019: Emergency,35-49,2023-02-08,203309
OHID (exc Weston) 2019: Emergency,35-49,2023-02-09,203324
OHID (exc Weston) 2019: Emergency,35-49,2023-02-10,203339
OHID (exc Weston) 2019: Emergency,35-49,2023-02-11,203353
OHID (exc Weston) 2019: Emergency,35-49,2023-02-12,203368
OHID (exc Weston) 2019: Emergency,35-49,2023-02-13,203383
OHID (exc Weston) 2019: Emergency,35-49,2023-02-14,203398
OHID (exc Weston) 2019: Emergency,35-49,2023-02-15,203412
OHID (exc Weston) 2019: Emergency,35-49,2023-02-16,203427
OHID (exc Weston) 2019: Emergency,35-49,2023-02-17,203442
OHID (exc Weston) 2019: Emergency,35-49,2023-02-18,203457
OHID (exc Weston) 2019: Emergency,35-49,2023-02-19,203472
OHID (exc Weston) 2019: Emergency,35-49,2023-02-20,203487
OHID (exc Weston) 2019: Emergency,35-49,2023-02-21,203501
OHID (exc Weston) 2019: Emergency,35-49,2023-02-22,203516
OHID (exc Weston) 2019: Emergency,35-49,2023-02-23,203531
OHID (exc Weston) 2019: Emergency,35-49,2023-02-24,203546
OHID (exc Weston) 2019: Emergency,35-49,2023-02-25,203561
OHID (exc Weston) 2019: Emergency,35-49,2023-02-26,203576
OHID (exc Weston) 2019: Emergency,35-49,2023-02-27,203591
OHID (exc Weston) 2019: Emergency,35-49,2023-02-28,203606
OHID (exc Weston) 2019: Emergency,35-49,2023-03-01,203621
OHID (exc Weston) 2019: Emergency,35-49,2023-03-02,203636
OHID (exc Weston) 2019: Emergency,35-49,2023-03-03,203651
OHID (exc Weston) 2019: Emergency,35-49,2023-03-04,203666
OHID (exc Weston) 2019: Emergency,35-49,2023-03-05,203681
OHID (exc Weston) 2019: Emergency,35-49,2023-03-06,203696
OHID (exc Weston) 2019: Emergency,35-49,2023-03-07,203711
OHID (exc Weston) 2019: Emergency,35-49,2023-03-08,203726
OHID (exc Weston) 2019: Emergency,35-49,2023-03-09,203741
OHID (exc Weston) 2019: Emergency,35-49,2023-03-10,203756
OHID (exc Weston) 2019: Emergency,35-49,2023-03-11,203771
OHID (exc Weston) 2019: Emergency,35-49,2023-03-12,203786
OHID (exc Weston) 2019: Emergency,35-49,2023-03-13,203801
OHID (exc Weston) 2019: Emergency,35-49,2023-03-14,203816
OHID (exc Weston) 2019: Emergency,35-49,2023-03-15,203831
OHID (exc Weston) 2019: Emergency,35-49,2023-03-16,203847
OHID (exc Weston) 2019: Emergency,35-49,2023-03-17,203862
OHID (exc Weston) 2019: Emergency,35-49,2023-03-18,203877
OHID (exc Weston) 2019: Emergency,35-49,2023-03-19,203892
OHID (exc Weston) 2019: Emergency,35-49,2023-03-20,203907
OHID (exc Weston) 2019: Emergency,35-49,2023-03-21,203922
OHID (exc Weston) 2019: Emergency,35-49,2023-03-22,203937
OHID (exc Weston) 2019: Emergency,35-49,2023-03-23,203953
OHID (exc Weston) 2019: Emergency,35-49,2023-03-24,203968
OHID (exc Weston) 2019: Emergency,35-49,2023-03-25,203983
OHID (exc Weston) 2019: Emergency,35-49,2023-03-26,203998
OHID (exc Weston) 2019: Emergency,35-49,2023-03-27,204014
OHID (exc Weston) 2019: Emergency,35-49,2023-03-28,204029
OHID (exc Weston) 2019: Emergency,35-49,2023-03-29,204044
OHID (exc Weston) 2019: Emergency,35-49,2023-03-30,204059
OHID (exc Weston) 2019: Emergency,35-49,2023-03-31,204075
OHID (exc Weston) 2019: Emergency,35-49,2023-04-01,204090
OHID (exc Weston) 2019: Emergency,35-49,2023-04-02,204105
OHID (exc Weston) 2019: Emergency,35-49,2023-04-03,204121
OHID (exc Weston) 2019: Emergency,35-49,2023-04-04,204136
OHID (exc Weston) 2019: Emergency,35-49,2023-04-05,204151
OHID (exc Weston) 2019: Emergency,35-49,2023-04-06,204167
OHID (exc Weston) 2019: Emergency,35-49,2023-04-07,204182
OHID (exc Weston) 2019: Emergency,35-49,2023-04-08,204197
OHID (exc Weston) 2019: Emergency,35-49,2023-04-09,204213
OHID (exc Weston) 2019: Emergency,35-49,2023-04-10,204228
OHID (exc Weston) 2019: Emergency,35-49,2023-04-11,204244
OHID (exc Weston) 2019: Emergency,35-49,2023-04-12,204259
OHID (exc Weston) 2019: Emergency,35-49,2023-04-13,204275
OHID (exc Weston) 2019: Emergency,35-49,2023-04-14,204290
OHID (exc Weston) 2019: Emergency,35-49,2023-04-15,204305
OHID (exc Weston) 2019: Emergency,35-49,2023-04-16,204321
OHID (exc Weston) 2019: Emergency,35-49,2023-04-17,204336
OHID (exc Weston) 2019: Emergency,35-49,2023-04-18,204352
OHID (exc Weston) 2019: Emergency,35-49,2023-04-19,204367
OHID (exc Weston) 2019: Emergency,35-49,2023-04-20,204383
OHID (exc Weston) 2019: Emergency,35-49,2023-04-21,204398
OHID (exc Weston) 2019: Emergency,35-49,2023-04-22,204414
OHID (exc Weston) 2019: Emergency,35-49,2023-04-23,204430
OHID (exc Weston) 2019: Emergency,35-49,2023-04-24,204445
OHID (exc Weston) 2019: Emergency,35-49,2023-04-25,204461
OHID (exc Weston) 2019: Emergency,35-49,2023-04-26,204476
OHID (exc Weston) 2019: Emergency,35-49,2023-04-27,204492
OHID (exc Weston) 2019: Emergency,35-49,2023-04-28,204507
OHID (exc Weston) 2019: Emergency,35-49,2023-04-29,204523
OHID (exc Weston) 2019: Emergency,35-49,2023-04-30,204539
OHID (exc Weston) 2019: Emergency,35-49,2023-05-01,204554
OHID (exc Weston) 2019: Emergency,35-49,2023-05-02,204570
OHID (exc Weston) 2019: Emergency,35-49,2023-05-03,204586
OHID (exc Weston) 2019: Emergency,35-49,2023-05-04,204601
OHID (exc Weston) 2019: Emergency,35-49,2023-05-05,204617
OHID (exc Weston) 2019: Emergency,35-49,2023-05-06,204633
OHID (exc Weston) 2019: Emergency,35-49,2023-05-07,204649
OHID (exc Weston) 2019: Emergency,35-49,2023-05-08,204664
OHID (exc Weston) 2019: Emergency,35-49,2023-05-09,204680
OHID (exc Weston) 2019: Emergency,35-49,2023-05-10,204696
OHID (exc Weston) 2019: Emergency,35-49,2023-05-11,204712
OHID (exc Weston) 2019: Emergency,35-49,2023-05-12,204727
OHID (exc Weston) 2019: Emergency,35-49,2023-05-13,204743
OHID (exc Weston) 2019: Emergency,35-49,2023-05-14,204759
OHID (exc Weston) 2019: Emergency,35-49,2023-05-15,204775
OHID (exc Weston) 2019: Emergency,35-49,2023-05-16,204791
OHID (exc Weston) 2019: Emergency,35-49,2023-05-17,204806
OHID (exc Weston) 2019: Emergency,35-49,2023-05-18,204822
OHID (exc Weston) 2019: Emergency,35-49,2023-05-19,204838
OHID (exc Weston) 2019: Emergency,35-49,2023-05-20,204854
OHID (exc Weston) 2019: Emergency,35-49,2023-05-21,204870
OHID (exc Weston) 2019: Emergency,35-49,2023-05-22,204886
OHID (exc Weston) 2019: Emergency,35-49,2023-05-23,204902
OHID (exc Weston) 2019: Emergency,35-49,2023-05-24,204918
OHID (exc Weston) 2019: Emergency,35-49,2023-05-25,204934
OHID (exc Weston) 2019: Emergency,35-49,2023-05-26,204949
OHID (exc Weston) 2019: Emergency,35-49,2023-05-27,204965
OHID (exc Weston) 2019: Emergency,35-49,2023-05-28,204981
OHID (exc Weston) 2019: Emergency,35-49,2023-05-29,204997
OHID (exc Weston) 2019: Emergency,35-49,2023-05-30,205013
OHID (exc Weston) 2019: Emergency,35-49,2023-05-31,205029
OHID (exc Weston) 2019: Emergency,35-49,2023-06-01,205045
OHID (exc Weston) 2019: Emergency,35-49,2023-06-02,205061
OHID (exc Weston) 2019: Emergency,35-49,2023-06-03,205077
OHID (exc Weston) 2019: Emergency,35-49,2023-06-04,205094
OHID (exc Weston) 2019: Emergency,35-49,2023-06-05,205110
OHID (exc Weston) 2019: Emergency,35-49,2023-06-06,205126
OHID (exc Weston) 2019: Emergency,35-49,2023-06-07,205142
OHID (exc Weston) 2019: Emergency,35-49,2023-06-08,205158
OHID (exc Weston) 2019: Emergency,35-49,2023-06-09,205174
OHID (exc Weston) 2019: Emergency,35-49,2023-06-10,205190
OHID (exc Weston) 2019: Emergency,35-49,2023-06-11,205206
OHID (exc Weston) 2019: Emergency,35-49,2023-06-12,205222
OHID (exc Weston) 2019: Emergency,35-49,2023-06-13,205239
OHID (exc Weston) 2019: Emergency,35-49,2023-06-14,205255
OHID (exc Weston) 2019: Emergency,35-49,2023-06-15,205271
OHID (exc Weston) 2019: Emergency,35-49,2023-06-16,205287
OHID (exc Weston) 2019: Emergency,35-49,2023-06-17,205303
OHID (exc Weston) 2019: Emergency,35-49,2023-06-18,205320
OHID (exc Weston) 2019: Emergency,35-49,2023-06-19,205336
OHID (exc Weston) 2019: Emergency,35-49,2023-06-20,205352
OHID (exc Weston) 2019: Emergency,35-49,2023-06-21,205368
OHID (exc Weston) 2019: Emergency,35-49,2023-06-22,205385
OHID (exc Weston) 2019: Emergency,35-49,2023-06-23,205401
OHID (exc Weston) 2019: Emergency,35-49,2023-06-24,205417
OHID (exc Weston) 2019: Emergency,35-49,2023-06-25,205434
OHID (exc Weston) 2019: Emergency,35-49,2023-06-26,205450
OHID (exc Weston) 2019: Emergency,35-49,2023-06-27,205466
OHID (exc Weston) 2019: Emergency,35-49,2023-06-28,205483
OHID (exc Weston) 2019: Emergency,35-49,2023-06-29,205499
OHID (exc Weston) 2019: Emergency,35-49,2023-06-30,205515
OHID (exc Weston) 2019: Emergency,35-49,2023-07-01,205532
OHID (exc Weston) 2019: Emergency,35-49,2023-07-02,205548
OHID (exc Weston) 2019: Emergency,35-49,2023-07-03,205565
OHID (exc Weston) 2019: Emergency,35-49,2023-07-04,205581
OHID (exc Weston) 2019: Emergency,35-49,2023-07-05,205598
OHID (exc Weston) 2019: Emergency,35-49,2023-07-06,205614
OHID (exc Weston) 2019: Emergency,35-49,2023-07-07,205630
OHID (exc Weston) 2019: Emergency,35-49,2023-07-08,205647
OHID (exc Weston) 2019: Emergency,35-49,2023-07-09,205663
OHID (exc Weston) 2019: Emergency,35-49,2023-07-10,205680
OHID (exc Weston) 2019: Emergency,35-49,2023-07-11,205696
OHID (exc Weston) 2019: Emergency,35-49,2023-07-12,205713
OHID (exc Weston) 2019: Emergency,35-49,2023-07-13,205730
OHID (exc Weston) 2019: Emergency,35-49,2023-07-14,205746
OHID (exc Weston) 2019: Emergency,35-49,2023-07-15,205763
OHID (exc Weston) 2019: Emergency,35-49,2023-07-16,205779
OHID (exc Weston) 2019: Emergency,35-49,2023-07-17,205796
OHID (exc Weston) 2019: Emergency,35-49,2023-07-18,205812
OHID (exc Weston) 2019: Emergency,35-49,2023-07-19,205829
OHID (exc Weston) 2019: Emergency,35-49,2023-07-20,205846
OHID (exc Weston) 2019: Emergency,35-49,2023-07-21,205862
OHID (exc Weston) 2019: Emergency,35-49,2023-07-22,205879
OHID (exc Weston) 2019: Emergency,35-49,2023-07-23,205896
OHID (exc Weston) 2019: Emergency,35-49,2023-07-24,205912
OHID (exc Weston) 2019: Emergency,35-49,2023-07-25,205929
OHID (exc Weston) 2019: Emergency,35-49,2023-07-26,205946
OHID (exc Weston) 2019: Emergency,35-49,2023-07-27,205962
OHID (exc Weston) 2019: Emergency,35-49,2023-07-28,205979
OHID (exc Weston) 2019: Emergency,35-49,2023-07-29,205996
OHID (exc Weston) 2019: Emergency,35-49,2023-07-30,206012
OHID (exc Weston) 2019: Emergency,35-49,2023-07-31,206029
OHID (exc Weston) 2019: Emergency,35-49,2023-08-01,206046
OHID (exc Weston) 2019: Emergency,35-49,2023-08-02,206063
OHID (exc Weston) 2019: Emergency,35-49,2023-08-03,206080
OHID (exc Weston) 2019: Emergency,35-49,2023-08-04,206096
OHID (exc Weston) 2019: Emergency,35-49,2023-08-05,206113
OHID (exc Weston) 2019: Emergency,35-49,2023-08-06,206130
OHID (exc Weston) 2019: Emergency,35-49,2023-08-07,206147
OHID (exc Weston) 2019: Emergency,35-49,2023-08-08,206164
OHID (exc Weston) 2019: Emergency,35-49,2023-08-09,206180
OHID (exc Weston) 2019: Emergency,35-49,2023-08-10,206197
OHID (exc Weston) 2019: Emergency,35-49,2023-08-11,206214
OHID (exc Weston) 2019: Emergency,35-49,2023-08-12,206231
OHID (exc Weston) 2019: Emergency,35-49,2023-08-13,206248
OHID (exc Weston) 2019: Emergency,35-49,2023-08-14,206265
OHID (exc Weston) 2019: Emergency,35-49,2023-08-15,206282
OHID (exc Weston) 2019: Emergency,35-49,2023-08-16,206299
OHID (exc Weston) 2019: Emergency,35-49,2023-08-17,206316
OHID (exc Weston) 2019: Emergency,35-49,2023-08-18,206333
OHID (exc Weston) 2019: Emergency,35-49,2023-08-19,206350
OHID (exc Weston) 2019: Emergency,35-49,2023-08-20,206367
OHID (exc Weston) 2019: Emergency,35-49,2023-08-21,206384
OHID (exc Weston) 2019: Emergency,35-49,2023-08-22,206401
OHID (exc Weston) 2019: Emergency,35-49,2023-08-23,206418
OHID (exc Weston) 2019: Emergency,35-49,2023-08-24,206435
OHID (exc Weston) 2019: Emergency,35-49,2023-08-25,206452
OHID (exc Weston) 2019: Emergency,35-49,2023-08-26,206469
OHID (exc Weston) 2019: Emergency,35-49,2023-08-27,206486
OHID (exc Weston) 2019: Emergency,35-49,2023-08-28,206503
OHID (exc Weston) 2019: Emergency,35-49,2023-08-29,206520
OHID (exc Weston) 2019: Emergency,35-49,2023-08-30,206537
OHID (exc Weston) 2019: Emergency,35-49,2023-08-31,206554
OHID (exc Weston) 2019: Emergency,35-49,2023-09-01,206571
OHID (exc Weston) 2019: Emergency,35-49,2023-09-02,206589
OHID (exc Weston) 2019: Emergency,35-49,2023-09-03,206606
OHID (exc Weston) 2019: Emergency,35-49,2023-09-04,206623
OHID (exc Weston) 2019: Emergency,35-49,2023-09-05,206640
OHID (exc Weston) 2019: Emergency,35-49,2023-09-06,206657
OHID (exc Weston) 2019: Emergency,35-49,2023-09-07,206674
OHID (exc Weston) 2019: Emergency,35-49,2023-09-08,206692
OHID (exc Weston) 2019: Emergency,35-49,2023-09-09,206709
OHID (exc Weston) 2019: Emergency,35-49,2023-09-10,206726
OHID (exc Weston) 2019: Emergency,35-49,2023-09-11,206743
OHID (exc Weston) 2019: Emergency,35-49,2023-09-12,206761
OHID (exc Weston) 2019: Emergency,35-49,2023-09-13,206778
OHID (exc Weston) 2019: Emergency,35-49,2023-09-14,206795
OHID (exc Weston) 2019: Emergency,35-49,2023-09-15,206812
OHID (exc Weston) 2019: Emergency,35-49,2023-09-16,206830
OHID (exc Weston) 2019: Emergency,35-49,2023-09-17,206847
OHID (exc Weston) 2019: Emergency,35-49,2023-09-18,206864
OHID (exc Weston) 2019: Emergency,35-49,2023-09-19,206882
OHID (exc Weston) 2019: Emergency,35-49,2023-09-20,206899
OHID (exc Weston) 2019: Emergency,35-49,2023-09-21,206916
OHID (exc Weston) 2019: Emergency,35-49,2023-09-22,206934
OHID (exc Weston) 2019: Emergency,35-49,2023-09-23,206951
OHID (exc Weston) 2019: Emergency,35-49,2023-09-24,206968
OHID (exc Weston) 2019: Emergency,35-49,2023-09-25,206986
OHID (exc Weston) 2019: Emergency,35-49,2023-09-26,207003
OHID (exc Weston) 2019: Emergency,35-49,2023-09-27,207021
OHID (exc Weston) 2019: Emergency,35-49,2023-09-28,207038
OHID (exc Weston) 2019: Emergency,35-49,2023-09-29,207056
OHID (exc Weston) 2019: Emergency,35-49,2023-09-30,207073
OHID (exc Weston) 2019: Emergency,35-49,2023-10-01,207091
OHID (exc Weston) 2019: Emergency,35-49,2023-10-02,207108
OHID (exc Weston) 2019: Emergency,35-49,2023-10-03,207126
OHID (exc Weston) 2019: Emergency,35-49,2023-10-04,207143
OHID (exc Weston) 2019: Emergency,35-49,2023-10-05,207161
OHID (exc Weston) 2019: Emergency,35-49,2023-10-06,207178
OHID (exc Weston) 2019: Emergency,35-49,2023-10-07,207196
OHID (exc Weston) 2019: Emergency,35-49,2023-10-08,207213
OHID (exc Weston) 2019: Emergency,35-49,2023-10-09,207231
OHID (exc Weston) 2019: Emergency,35-49,2023-10-10,207248
OHID (exc Weston) 2019: Emergency,35-49,2023-10-11,207266
OHID (exc Weston) 2019: Emergency,35-49,2023-10-12,207284
OHID (exc Weston) 2019: Emergency,35-49,2023-10-13,207301
OHID (exc Weston) 2019: Emergency,35-49,2023-10-14,207319
OHID (exc Weston) 2019: Emergency,35-49,2023-10-15,207336
OHID (exc Weston) 2019: Emergency,35-49,2023-10-16,207354
OHID (exc Weston) 2019: Emergency,35-49,2023-10-17,207372
OHID (exc Weston) 2019: Emergency,35-49,2023-10-18,207389
OHID (exc Weston) 2019: Emergency,35-49,2023-10-19,207407
OHID (exc Weston) 2019: Emergency,35-49,2023-10-20,207425
OHID (exc Weston) 2019: Emergency,35-49,2023-10-21,207443
OHID (exc Weston) 2019: Emergency,35-49,2023-10-22,207460
OHID (exc Weston) 2019: Emergency,35-49,2023-10-23,207478
OHID (exc Weston) 2019: Emergency,35-49,2023-10-24,207496
OHID (exc Weston) 2019: Emergency,35-49,2023-10-25,207514
OHID (exc Weston) 2019: Emergency,35-49,2023-10-26,207531
OHID (exc Weston) 2019: Emergency,35-49,2023-10-27,207549
OHID (exc Weston) 2019: Emergency,35-49,2023-10-28,207567
OHID (exc Weston) 2019: Emergency,35-49,2023-10-29,207585
OHID (exc Weston) 2019: Emergency,35-49,2023-10-30,207602
OHID (exc Weston) 2019: Emergency,35-49,2023-10-31,207620
OHID (exc Weston) 2019: Emergency,35-49,2023-11-01,207638
OHID (exc Weston) 2019: Emergency,35-49,2023-11-02,207656
OHID (exc Weston) 2019: Emergency,35-49,2023-11-03,207674
OHID (exc Weston) 2019: Emergency,35-49,2023-11-04,207692
OHID (exc Weston) 2019: Emergency,35-49,2023-11-05,207710
OHID (exc Weston) 2019: Emergency,35-49,2023-11-06,207727
OHID (exc Weston) 2019: Emergency,35-49,2023-11-07,207745
OHID (exc Weston) 2019: Emergency,35-49,2023-11-08,207763
OHID (exc Weston) 2019: Emergency,35-49,2023-11-09,207781
OHID (exc Weston) 2019: Emergency,35-49,2023-11-10,207799
OHID (exc Weston) 2019: Emergency,35-49,2023-11-11,207817
OHID (exc Weston) 2019: Emergency,35-49,2023-11-12,207835
OHID (exc Weston) 2019: Emergency,35-49,2023-11-13,207853
OHID (exc Weston) 2019: Emergency,35-49,2023-11-14,207871
OHID (exc Weston) 2019: Emergency,35-49,2023-11-15,207889
